source,dest,payment,installments,partners,date,source_name,dest_name
37,9,8283.95,6723,10,2019-03-15,Node 37,Node 9
45,20,7027.09,5720,99,2019-03-16,Node 45,Node 20
51,78,1266.19,6790,4,2019-03-17,Node 51,Node 78
7,58,5857.54,70,53,2019-03-18,Node 7,Node 58
11,51,3953.7,1113,98,2019-03-19,Node 11,Node 51
8,77,4872.16,2506,18,2019-03-20,Node 8,Node 77
37,60,301.11,5454,28,2019-03-21,Node 37,Node 60
13,35,1288.6,3350,25,2019-03-22,Node 13,Node 35
98,48,6940.69,5522,29,2019-03-23,Node 98,Node 48
47,9,1545.21,3018,98,2019-03-24,Node 47,Node 9
74,50,6451.63,1155,91,2019-03-25,Node 74,Node 50
58,23,8977.77,1684,20,2019-03-26,Node 58,Node 23
82,80,5748.39,1419,20,2019-03-27,Node 82,Node 80
94,14,3505.78,3038,96,2019-03-28,Node 94,Node 14
58,31,3480.42,357,85,2019-03-29,Node 58,Node 31
20,52,3424.58,0,13,2019-03-30,Node 20,Node 52
38,32,253.03,1062,88,2019-03-31,Node 38,Node 32
83,70,7151.24,3600,45,2019-04-01,Node 83,Node 70
95,38,103.12,12114,8,2019-04-02,Node 95,Node 38
68,10,4124.87,2211,32,2019-04-03,Node 68,Node 10
13,53,4283.05,987,58,2019-04-04,Node 13,Node 53
49,68,2562.22,2029,12,2019-04-06,Node 49,Node 68
54,98,6295.77,9584,7,2019-04-07,Node 54,Node 98
28,22,5186.84,10126,24,2019-04-08,Node 28,Node 22
38,44,7201.58,3070,29,2019-04-09,Node 38,Node 44
71,94,7646.72,2241,3,2019-04-10,Node 71,Node 94
4,9,8912.8,1076,14,2019-04-11,Node 4,Node 9
49,2,6877.94,0,57,2019-04-12,Node 49,Node 2
41,24,1402.65,42,24,2019-04-13,Node 41,Node 24
82,49,6718.92,2876,6,2019-04-14,Node 82,Node 49
95,35,443.14,3008,81,2019-04-15,Node 95,Node 35
45,2,2127.42,4689,84,2019-04-16,Node 45,Node 2
24,0,7625.58,1080,96,2019-04-17,Node 24,Node 0
63,51,12.54,3258,89,2019-04-18,Node 63,Node 51
90,35,5659.39,1605,45,2019-04-19,Node 90,Node 35
39,78,4.44,5499,20,2019-04-20,Node 39,Node 78
71,76,7906.82,9715,34,2019-04-21,Node 71,Node 76
67,22,9642.9,728,79,2019-04-22,Node 67,Node 22
92,58,502.58,940,48,2019-04-23,Node 92,Node 58
63,80,8385.4,1363,89,2019-04-24,Node 63,Node 80
46,58,3295.86,3899,74,2019-04-25,Node 46,Node 58
21,62,4549.52,349,98,2019-04-26,Node 21,Node 62
41,66,4620.74,9333,90,2019-04-27,Node 41,Node 66
31,81,3672.14,135,97,2019-04-28,Node 31,Node 81
28,97,6317.66,4674,70,2019-04-29,Node 28,Node 97
76,41,9159.66,3955,49,2019-04-30,Node 76,Node 41
22,27,8076.8,5940,35,2019-05-01,Node 22,Node 27
63,99,1613.61,6966,82,2019-05-02,Node 63,Node 99
8,55,6737.21,4132,49,2019-05-03,Node 8,Node 55
65,73,4402.34,7941,2,2019-05-04,Node 65,Node 73
99,58,6308.24,3786,19,2019-05-05,Node 99,Node 58
63,38,2676.08,9495,32,2019-05-06,Node 63,Node 38
43,53,3327.55,3160,74,2019-05-07,Node 43,Node 53
31,17,6937.26,297,56,2019-05-08,Node 31,Node 17
55,4,4501.99,1052,37,2019-05-09,Node 55,Node 4
17,50,5095.38,2975,42,2019-05-10,Node 17,Node 50
10,2,8887.44,3875,60,2019-05-11,Node 10,Node 2
99,97,4577.56,3394,95,2019-05-12,Node 99,Node 97
10,11,7141.97,0,24,2019-05-13,Node 10,Node 11
98,39,6200.3,0,10,2019-05-14,Node 98,Node 39
71,39,3570.08,969,44,2019-05-15,Node 71,Node 39
7,55,900.4,1820,3,2018-01-01,Node 7,Node 55
74,36,6666.96,5720,82,2018-01-03,Node 74,Node 36
52,68,4788.66,5534,99,2018-01-04,Node 52,Node 68
44,41,765.89,3833,47,2018-01-05,Node 44,Node 41
26,3,101.49,0,82,2018-01-06,Node 26,Node 3
35,51,9081.65,4963,87,2018-01-07,Node 35,Node 51
35,2,173.79,4773,39,2018-01-08,Node 35,Node 2
12,97,3541.97,2320,89,2018-01-09,Node 12,Node 97
50,34,142.29,1814,57,2018-01-10,Node 50,Node 34
82,3,7850.32,5872,80,2018-01-11,Node 82,Node 3
88,62,6975.35,6219,50,2018-01-12,Node 88,Node 62
33,5,6547.23,343,90,2018-01-13,Node 33,Node 5
28,90,7370.01,6425,77,2018-01-14,Node 28,Node 90
18,80,3840.51,24,12,2018-01-15,Node 18,Node 80
20,42,4784.6,2092,39,2018-01-16,Node 20,Node 42
10,37,3652.22,152,86,2018-01-17,Node 10,Node 37
97,77,8694.11,9153,73,2018-01-18,Node 97,Node 77
64,45,75.57,457,60,2018-01-19,Node 64,Node 45
6,13,1633.4,0,34,2018-01-20,Node 6,Node 13
63,41,1432.42,2392,26,2018-01-21,Node 63,Node 41
37,90,84.66,9091,24,2018-01-22,Node 37,Node 90
62,77,8107.98,37,68,2018-01-23,Node 62,Node 77
35,88,8626.52,4954,41,2018-01-24,Node 35,Node 88
36,83,3904.77,1763,39,2018-01-25,Node 36,Node 83
17,48,912.27,2648,72,2018-01-26,Node 17,Node 48
43,89,7335.26,5897,97,2018-01-27,Node 43,Node 89
69,83,9215.25,2405,47,2018-01-28,Node 69,Node 83
26,69,1361.68,172,75,2018-01-29,Node 26,Node 69
37,42,2333.43,876,22,2018-01-30,Node 37,Node 42
76,54,8190.91,4518,8,2018-01-31,Node 76,Node 54
48,73,7657.3,6529,45,2018-02-01,Node 48,Node 73
36,56,7679.08,3022,21,2018-02-02,Node 36,Node 56
7,49,8118.87,3556,97,2018-02-03,Node 7,Node 49
13,4,1578.57,5803,96,2018-02-04,Node 13,Node 4
69,4,7641.22,6638,9,2018-02-05,Node 69,Node 4
3,71,6794.68,10161,62,2018-02-06,Node 3,Node 71
84,93,7347.34,2764,58,2018-02-08,Node 84,Node 93
53,41,8523.66,2909,98,2018-02-09,Node 53,Node 41
63,93,2266.81,7209,71,2018-02-11,Node 63,Node 93
56,22,5901.14,231,47,2018-02-12,Node 56,Node 22
9,20,3774.35,6049,12,2018-02-14,Node 9,Node 20
20,87,1364.52,10730,10,2018-02-15,Node 20,Node 87
75,59,2906.25,0,13,2018-02-16,Node 75,Node 59
89,50,3746.3,2271,10,2018-02-17,Node 89,Node 50
98,12,3107.62,727,47,2018-02-18,Node 98,Node 12
92,77,71.47,2019,46,2018-02-19,Node 92,Node 77
37,47,2784.52,377,30,2018-02-20,Node 37,Node 47
56,13,6104.85,9824,90,2018-02-21,Node 56,Node 13
40,29,5874.71,1836,95,2018-02-22,Node 40,Node 29
65,66,1464.36,6385,46,2018-02-23,Node 65,Node 66
62,34,5703.0,1332,10,2018-02-24,Node 62,Node 34
55,16,1789.73,7958,16,2018-02-25,Node 55,Node 16
94,75,5597.37,65,26,2018-02-26,Node 94,Node 75
97,44,9055.21,3793,73,2018-02-27,Node 97,Node 44
29,42,3014.44,0,13,2018-02-28,Node 29,Node 42
68,84,2074.79,3085,56,2018-03-01,Node 68,Node 84
65,42,9572.79,1642,26,2018-03-02,Node 65,Node 42
14,90,1518.14,3654,13,2018-03-03,Node 14,Node 90
27,77,3113.58,1236,8,2018-03-04,Node 27,Node 77
20,99,6281.48,2034,48,2018-03-05,Node 20,Node 99
99,75,1618.39,5373,32,2018-03-06,Node 99,Node 75
82,93,6255.09,8616,93,2018-03-07,Node 82,Node 93
82,68,2390.94,2943,50,2018-03-08,Node 82,Node 68
14,10,8351.25,5443,54,2018-03-09,Node 14,Node 10
66,35,2957.27,927,76,2018-03-10,Node 66,Node 35
95,73,2255.19,2650,91,2018-03-11,Node 95,Node 73
98,2,2778.59,2674,58,2018-03-12,Node 98,Node 2
42,77,7468.45,215,82,2018-03-13,Node 42,Node 77
26,56,3423.83,903,16,2018-03-14,Node 26,Node 56
81,28,3099.28,4137,87,2018-03-15,Node 81,Node 28
85,47,3191.21,0,85,2018-03-16,Node 85,Node 47
80,66,6822.82,7984,90,2018-03-17,Node 80,Node 66
93,8,8768.5,1761,37,2018-03-18,Node 93,Node 8
47,12,5046.5,10177,60,2018-03-19,Node 47,Node 12
80,58,154.4,0,53,2018-03-20,Node 80,Node 58
50,11,1149.1,6109,83,2018-03-21,Node 50,Node 11
67,16,1030.97,5328,81,2018-03-22,Node 67,Node 16
93,96,3725.96,210,66,2018-03-23,Node 93,Node 96
57,87,6191.54,3156,63,2018-03-24,Node 57,Node 87
21,42,4957.11,1898,71,2018-03-25,Node 21,Node 42
19,63,6613.76,1130,84,2018-03-26,Node 19,Node 63
40,93,6542.04,4254,57,2018-03-27,Node 40,Node 93
57,2,7206.03,1706,89,2018-03-28,Node 57,Node 2
48,54,7455.0,1784,42,2018-03-29,Node 48,Node 54
92,9,6464.33,1333,86,2018-03-30,Node 92,Node 9
47,9,6768.55,818,28,2018-03-31,Node 47,Node 9
25,16,2842.5,7885,40,2018-04-01,Node 25,Node 16
2,21,9192.98,260,62,2018-04-02,Node 2,Node 21
96,80,4326.72,3968,78,2018-04-03,Node 96,Node 80
93,94,3607.27,0,68,2018-04-04,Node 93,Node 94
95,23,3072.85,0,31,2018-04-05,Node 95,Node 23
9,31,27.52,2374,1,2018-04-06,Node 9,Node 31
24,22,95.79,6127,18,2018-04-07,Node 24,Node 22
63,53,6713.02,0,50,2018-04-08,Node 63,Node 53
28,29,6339.7,2413,45,2018-04-10,Node 28,Node 29
82,89,5761.35,7141,43,2018-04-11,Node 82,Node 89
11,87,349.7,3674,37,2018-04-12,Node 11,Node 87
33,16,1506.94,3409,17,2018-04-13,Node 33,Node 16
23,75,3966.0,7297,54,2018-04-14,Node 23,Node 75
34,95,5292.15,3228,14,2018-04-15,Node 34,Node 95
46,18,4763.26,684,77,2018-04-16,Node 46,Node 18
88,43,1055.35,3386,88,2018-04-17,Node 88,Node 43
56,52,3756.35,5247,99,2018-04-18,Node 56,Node 52
39,96,222.32,2128,46,2018-04-19,Node 39,Node 96
67,70,9609.86,401,41,2018-04-20,Node 67,Node 70
79,77,9131.4,1589,43,2018-04-21,Node 79,Node 77
64,16,5557.11,4097,9,2018-04-22,Node 64,Node 16
74,68,4540.75,999,60,2018-04-23,Node 74,Node 68
4,1,5028.48,155,35,2018-04-24,Node 4,Node 1
65,33,7398.6,5416,5,2018-04-25,Node 65,Node 33
63,60,6316.45,242,96,2018-04-26,Node 63,Node 60
27,91,9936.34,640,1,2018-04-27,Node 27,Node 91
57,98,7801.92,4759,7,2018-04-28,Node 57,Node 98
48,90,9575.35,4600,79,2018-04-29,Node 48,Node 90
88,57,1715.47,1629,47,2018-04-30,Node 88,Node 57
12,2,4204.83,1855,9,2018-05-01,Node 12,Node 2
25,15,8425.09,3413,66,2018-05-02,Node 25,Node 15
96,77,3355.89,12610,26,2018-05-03,Node 96,Node 77
94,68,2223.97,1045,84,2018-05-04,Node 94,Node 68
27,92,3593.39,6335,68,2018-05-05,Node 27,Node 92
86,83,6356.46,426,79,2018-05-06,Node 86,Node 83
83,75,9707.67,2991,38,2018-05-07,Node 83,Node 75
81,18,6396.34,5022,18,2018-05-08,Node 81,Node 18
95,33,2827.64,1451,54,2018-05-09,Node 95,Node 33
77,7,8156.07,3965,96,2018-05-10,Node 77,Node 7
73,87,4553.99,889,30,2018-05-11,Node 73,Node 87
85,44,5690.91,11148,72,2018-05-12,Node 85,Node 44
41,61,4076.3,21,95,2018-05-13,Node 41,Node 61
34,99,6712.72,855,9,2018-05-14,Node 34,Node 99
65,29,6029.25,1940,12,2018-05-15,Node 65,Node 29
46,52,1183.12,609,93,2018-05-16,Node 46,Node 52
15,59,3179.26,11941,75,2018-05-17,Node 15,Node 59
11,76,3180.97,12398,96,2018-05-18,Node 11,Node 76
29,28,7097.94,0,11,2018-05-19,Node 29,Node 28
81,49,4822.02,1015,34,2018-05-20,Node 81,Node 49
14,99,1174.7,1511,71,2018-05-21,Node 14,Node 99
72,68,4120.67,10038,40,2018-05-22,Node 72,Node 68
49,29,8486.29,762,17,2018-05-23,Node 49,Node 29
36,78,3381.95,0,35,2018-05-24,Node 36,Node 78
71,81,4351.53,10495,33,2018-05-25,Node 71,Node 81
46,67,8961.68,6254,34,2018-05-26,Node 46,Node 67
78,44,3049.55,1087,58,2018-05-27,Node 78,Node 44
86,85,9717.03,3960,57,2018-05-28,Node 86,Node 85
22,12,7540.33,202,84,2018-05-29,Node 22,Node 12
50,17,1774.38,719,65,2018-05-30,Node 50,Node 17
57,3,7233.79,4940,52,2018-05-31,Node 57,Node 3
75,76,173.29,163,72,2018-06-01,Node 75,Node 76
29,94,3970.11,604,89,2018-06-02,Node 29,Node 94
56,85,4881.96,172,34,2018-06-03,Node 56,Node 85
66,80,5576.0,7810,56,2018-06-04,Node 66,Node 80
13,59,1113.21,5030,19,2018-06-05,Node 13,Node 59
96,99,4939.69,2464,17,2018-06-06,Node 96,Node 99
94,86,4426.75,374,80,2018-06-07,Node 94,Node 86
45,63,1739.38,6906,34,2018-06-08,Node 45,Node 63
58,34,3115.35,728,70,2018-06-09,Node 58,Node 34
93,57,7550.38,6947,65,2018-06-10,Node 93,Node 57
17,88,3451.35,0,24,2018-06-11,Node 17,Node 88
46,74,745.5,7495,55,2018-06-12,Node 46,Node 74
51,22,8400.51,287,5,2018-06-13,Node 51,Node 22
49,38,7216.7,4220,88,2018-06-14,Node 49,Node 38
25,64,5245.52,4431,9,2018-06-15,Node 25,Node 64
90,8,9824.11,918,9,2018-06-16,Node 90,Node 8
12,75,5617.38,3482,70,2018-06-17,Node 12,Node 75
89,62,9042.79,2194,41,2018-06-18,Node 89,Node 62
19,71,8703.44,6789,2,2018-06-19,Node 19,Node 71
79,11,8437.23,0,18,2018-06-20,Node 79,Node 11
14,3,7952.81,7298,5,2018-06-21,Node 14,Node 3
14,71,8044.78,3006,44,2018-06-22,Node 14,Node 71
91,6,8168.47,9610,15,2018-06-23,Node 91,Node 6
20,78,1645.0,9106,39,2018-06-24,Node 20,Node 78
14,18,660.09,3194,85,2018-06-25,Node 14,Node 18
39,80,6921.11,47,11,2018-06-26,Node 39,Node 80
30,95,6277.09,4330,72,2018-06-27,Node 30,Node 95
30,8,3660.25,1173,21,2018-06-28,Node 30,Node 8
93,0,6704.3,3013,81,2018-06-29,Node 93,Node 0
8,29,3492.66,5286,1,2018-06-30,Node 8,Node 29
25,34,4317.71,10113,26,2018-07-01,Node 25,Node 34
64,96,7314.98,269,80,2018-07-02,Node 64,Node 96
97,57,9649.56,898,25,2018-07-04,Node 97,Node 57
18,30,4020.93,2291,6,2018-07-05,Node 18,Node 30
11,31,6772.94,3841,27,2018-07-06,Node 11,Node 31
20,41,3929.64,804,41,2018-07-07,Node 20,Node 41
29,8,5234.52,3682,52,2018-07-08,Node 29,Node 8
20,53,3152.95,2689,83,2018-07-09,Node 20,Node 53
95,23,9007.86,5386,80,2018-07-10,Node 95,Node 23
17,82,3497.23,866,58,2018-07-11,Node 17,Node 82
73,63,2789.33,623,40,2018-07-12,Node 73,Node 63
13,17,3804.64,7443,67,2018-07-13,Node 13,Node 17
94,79,7447.86,3866,19,2018-07-14,Node 94,Node 79
65,79,2756.79,966,15,2018-07-15,Node 65,Node 79
93,61,1824.59,8983,71,2018-07-16,Node 93,Node 61
66,50,2722.04,1717,86,2018-07-17,Node 66,Node 50
59,22,8440.31,2367,59,2018-07-18,Node 59,Node 22
41,20,4022.94,5078,75,2018-07-19,Node 41,Node 20
86,98,897.47,4714,32,2018-07-20,Node 86,Node 98
91,6,9807.74,8842,3,2018-07-22,Node 91,Node 6
83,36,7400.21,251,99,2018-07-23,Node 83,Node 36
28,65,7303.06,7415,51,2018-07-24,Node 28,Node 65
3,80,2615.67,2534,30,2018-07-25,Node 3,Node 80
2,74,956.36,3543,84,2018-07-26,Node 2,Node 74
2,50,7354.42,5406,33,2018-07-27,Node 2,Node 50
12,6,1175.2,549,98,2018-07-28,Node 12,Node 6
58,24,9348.62,939,61,2018-07-29,Node 58,Node 24
22,36,6586.84,3173,87,2018-07-30,Node 22,Node 36
32,7,8825.61,3886,89,2018-07-31,Node 32,Node 7
9,68,895.62,11599,64,2018-08-01,Node 9,Node 68
88,16,667.52,3331,65,2018-08-02,Node 88,Node 16
21,22,5573.26,2463,91,2018-08-03,Node 21,Node 22
67,41,8286.37,758,91,2018-08-04,Node 67,Node 41
6,97,9080.44,1694,46,2018-08-05,Node 6,Node 97
91,22,4490.45,1829,33,2018-08-06,Node 91,Node 22
75,98,4184.64,5304,84,2018-08-07,Node 75,Node 98
37,50,5197.38,0,89,2018-08-08,Node 37,Node 50
81,16,9629.78,543,93,2018-08-09,Node 81,Node 16
6,96,2021.54,0,35,2018-08-10,Node 6,Node 96
24,1,5429.63,4936,25,2018-08-11,Node 24,Node 1
91,50,9109.73,8505,63,2018-08-12,Node 91,Node 50
3,4,3538.37,6503,42,2018-08-13,Node 3,Node 4
32,58,2631.34,1267,8,2018-08-14,Node 32,Node 58
0,30,2873.57,8674,49,2018-08-15,Node 0,Node 30
53,15,7818.08,7893,15,2018-08-16,Node 53,Node 15
97,62,541.89,6581,97,2018-08-17,Node 97,Node 62
75,26,2688.16,8425,35,2018-08-18,Node 75,Node 26
83,81,5232.94,6462,80,2018-08-19,Node 83,Node 81
54,78,2422.8,7404,26,2018-08-20,Node 54,Node 78
74,56,3506.85,2170,2,2018-08-21,Node 74,Node 56
8,96,1328.0,1076,97,2018-08-22,Node 8,Node 96
12,18,3240.48,2585,49,2018-08-23,Node 12,Node 18
17,83,2772.71,2990,48,2018-08-24,Node 17,Node 83
64,7,80.31,4387,67,2018-08-25,Node 64,Node 7
86,56,7419.46,1608,3,2018-08-26,Node 86,Node 56
52,20,7025.27,2307,62,2018-08-27,Node 52,Node 20
81,47,7209.2,1753,49,2018-08-28,Node 81,Node 47
77,99,2246.83,3145,75,2018-08-29,Node 77,Node 99
69,47,2806.23,5305,46,2018-08-30,Node 69,Node 47
74,45,3511.29,680,15,2018-08-31,Node 74,Node 45
15,93,2924.09,111,9,2018-09-01,Node 15,Node 93
86,38,3424.64,3416,31,2018-09-02,Node 86,Node 38
19,72,4409.61,6317,49,2018-09-03,Node 19,Node 72
52,7,222.87,1903,16,2018-09-04,Node 52,Node 7
13,2,5719.57,2103,67,2018-09-05,Node 13,Node 2
80,19,2574.91,1984,72,2018-09-06,Node 80,Node 19
37,26,5888.05,6531,25,2018-09-07,Node 37,Node 26
82,1,65.01,7371,84,2018-09-08,Node 82,Node 1
39,71,1449.81,6187,32,2018-09-09,Node 39,Node 71
94,21,3533.8,7553,57,2018-09-10,Node 94,Node 21
65,73,7258.68,1094,76,2018-09-11,Node 65,Node 73
86,91,9392.95,2260,57,2018-09-12,Node 86,Node 91
81,36,2582.7,8255,8,2018-09-13,Node 81,Node 36
18,37,1955.67,2718,47,2018-09-14,Node 18,Node 37
6,89,8886.08,0,33,2018-09-15,Node 6,Node 89
63,73,5358.22,10189,14,2018-09-16,Node 63,Node 73
58,24,3636.08,3686,90,2018-09-17,Node 58,Node 24
61,60,3776.84,0,86,2018-09-18,Node 61,Node 60
0,55,9998.13,8551,39,2018-09-19,Node 0,Node 55
53,57,9380.91,55,2,2018-09-21,Node 53,Node 57
81,64,5842.43,9003,18,2018-09-22,Node 81,Node 64
45,64,6385.31,876,16,2018-09-23,Node 45,Node 64
34,2,8290.98,1203,37,2018-09-24,Node 34,Node 2
65,13,8141.11,5414,31,2018-09-26,Node 65,Node 13
93,11,2911.39,281,79,2018-09-27,Node 93,Node 11
28,80,9977.11,5687,9,2018-09-28,Node 28,Node 80
73,24,2993.74,5130,76,2018-09-29,Node 73,Node 24
35,10,659.69,9731,14,2018-09-30,Node 35,Node 10
84,35,763.15,1396,41,2018-10-01,Node 84,Node 35
82,73,9916.75,4260,60,2018-10-02,Node 82,Node 73
91,20,3152.95,1960,23,2018-10-03,Node 91,Node 20
7,29,9677.83,140,10,2018-10-04,Node 7,Node 29
32,73,203.87,9041,10,2018-10-05,Node 32,Node 73
42,72,7070.1,4253,8,2018-10-06,Node 42,Node 72
74,76,5568.27,9804,19,2018-10-07,Node 74,Node 76
75,40,9033.88,2642,4,2018-10-08,Node 75,Node 40
3,43,4785.06,1598,34,2018-10-09,Node 3,Node 43
12,34,4100.65,7357,61,2018-10-11,Node 12,Node 34
99,31,5667.31,7206,1,2018-10-12,Node 99,Node 31
52,64,2607.4,9330,87,2018-10-13,Node 52,Node 64
66,11,6207.98,3641,94,2018-10-14,Node 66,Node 11
27,37,2505.69,929,54,2018-10-15,Node 27,Node 37
11,30,9778.82,10317,64,2018-10-16,Node 11,Node 30
92,78,5946.01,4901,73,2018-10-17,Node 92,Node 78
27,15,6228.86,3814,29,2018-10-18,Node 27,Node 15
34,25,3497.83,6378,69,2018-10-19,Node 34,Node 25
59,89,5217.8,4012,92,2018-10-20,Node 59,Node 89
56,89,9796.22,545,66,2018-10-21,Node 56,Node 89
44,12,7520.24,3133,84,2018-10-22,Node 44,Node 12
86,4,4091.59,0,44,2018-10-23,Node 86,Node 4
89,54,5854.78,285,13,2018-10-24,Node 89,Node 54
68,90,5978.86,970,80,2018-10-25,Node 68,Node 90
54,45,6485.1,175,40,2018-10-26,Node 54,Node 45
65,79,6920.8,591,63,2018-10-27,Node 65,Node 79
37,20,1960.92,6150,3,2018-10-28,Node 37,Node 20
72,76,1991.4,7396,98,2018-10-29,Node 72,Node 76
28,54,5914.37,880,91,2018-10-30,Node 28,Node 54
41,8,9928.8,4131,60,2018-10-31,Node 41,Node 8
49,20,8431.83,4771,67,2018-11-01,Node 49,Node 20
59,82,2160.13,2453,63,2018-11-02,Node 59,Node 82
85,39,3736.78,4940,2,2018-11-03,Node 85,Node 39
52,6,3861.66,6861,9,2018-11-04,Node 52,Node 6
62,15,4642.21,8731,24,2018-11-05,Node 62,Node 15
86,93,2734.02,1963,4,2018-11-07,Node 86,Node 93
80,41,6733.09,6112,28,2018-11-08,Node 80,Node 41
59,20,5950.11,7261,78,2018-11-09,Node 59,Node 20
39,63,1072.19,9019,96,2018-11-10,Node 39,Node 63
55,69,1941.21,4899,31,2018-11-11,Node 55,Node 69
42,80,5894.76,3274,14,2018-11-12,Node 42,Node 80
94,98,848.12,1213,53,2018-11-13,Node 94,Node 98
85,19,2041.67,5805,49,2018-11-14,Node 85,Node 19
87,10,466.83,72,30,2018-11-15,Node 87,Node 10
4,51,8583.93,0,36,2018-11-16,Node 4,Node 51
76,13,828.83,1884,93,2018-11-17,Node 76,Node 13
40,65,4113.65,6534,9,2018-11-18,Node 40,Node 65
73,95,4209.87,8936,17,2018-11-19,Node 73,Node 95
67,52,2514.53,1243,33,2018-11-21,Node 67,Node 52
42,45,8990.86,23,91,2018-11-22,Node 42,Node 45
33,93,4658.45,1152,77,2018-11-23,Node 33,Node 93
50,45,4621.27,6317,90,2018-11-24,Node 50,Node 45
63,26,7522.08,11910,13,2018-11-25,Node 63,Node 26
94,57,9635.49,1149,54,2018-11-26,Node 94,Node 57
97,1,5148.67,140,35,2018-11-27,Node 97,Node 1
53,42,3653.92,801,89,2018-11-28,Node 53,Node 42
35,92,195.76,3846,50,2018-11-29,Node 35,Node 92
17,61,4880.03,0,98,2018-11-30,Node 17,Node 61
36,71,3639.72,638,79,2018-12-01,Node 36,Node 71
66,68,7032.62,245,74,2018-12-02,Node 66,Node 68
88,77,4903.26,3702,32,2018-12-03,Node 88,Node 77
93,1,5429.84,1326,98,2018-12-04,Node 93,Node 1
64,87,5938.31,2166,98,2018-12-06,Node 64,Node 87
43,11,9576.23,3028,33,2018-12-07,Node 43,Node 11
88,78,9185.23,590,45,2018-12-08,Node 88,Node 78
71,42,93.56,2466,43,2018-12-09,Node 71,Node 42
79,24,1326.8,3292,98,2018-12-10,Node 79,Node 24
52,73,5014.19,103,18,2018-12-11,Node 52,Node 73
73,58,3480.66,10942,20,2018-12-12,Node 73,Node 58
62,28,73.47,1420,43,2018-12-13,Node 62,Node 28
86,97,6272.99,1883,82,2018-12-14,Node 86,Node 97
47,12,6377.14,2973,67,2018-12-15,Node 47,Node 12
96,44,5939.4,8932,23,2018-12-16,Node 96,Node 44
46,72,7230.07,759,90,2018-12-17,Node 46,Node 72
26,4,7578.18,9365,77,2018-12-18,Node 26,Node 4
18,58,7756.49,2896,43,2018-12-19,Node 18,Node 58
11,7,4244.12,1524,66,2018-12-20,Node 11,Node 7
70,23,1842.08,4545,76,2018-12-21,Node 70,Node 23
20,86,289.09,2762,66,2018-12-22,Node 20,Node 86
94,35,6293.04,3077,53,2018-12-23,Node 94,Node 35
14,99,2105.09,1287,72,2018-12-24,Node 14,Node 99
15,36,8831.25,855,48,2018-12-25,Node 15,Node 36
7,52,5959.99,430,99,2018-12-26,Node 7,Node 52
50,72,2917.03,8128,15,2018-12-27,Node 50,Node 72
74,65,3746.26,675,32,2018-12-28,Node 74,Node 65
43,58,6828.78,5995,35,2018-12-29,Node 43,Node 58
17,14,9560.69,7748,20,2018-12-30,Node 17,Node 14
52,21,6342.68,10059,14,2018-12-31,Node 52,Node 21
41,92,9080.3,5385,43,2019-01-01,Node 41,Node 92
75,65,5189.26,2897,3,2019-01-02,Node 75,Node 65
80,88,9502.69,0,57,2019-01-03,Node 80,Node 88
16,28,6837.86,5888,49,2019-01-04,Node 16,Node 28
75,41,6185.89,215,81,2019-01-05,Node 75,Node 41
5,96,8063.53,5169,9,2019-01-06,Node 5,Node 96
84,60,3216.6,212,17,2019-01-07,Node 84,Node 60
60,1,3481.2,3943,23,2019-01-08,Node 60,Node 1
31,88,4526.52,6574,56,2019-01-09,Node 31,Node 88
99,26,662.12,2144,5,2019-01-10,Node 99,Node 26
50,15,6016.75,10495,14,2019-01-11,Node 50,Node 15
41,58,667.31,5929,71,2019-01-12,Node 41,Node 58
21,86,438.79,171,59,2019-01-13,Node 21,Node 86
27,47,539.83,1879,51,2019-01-14,Node 27,Node 47
94,55,3847.13,7558,99,2019-01-15,Node 94,Node 55
41,11,3233.86,10028,95,2019-01-16,Node 41,Node 11
18,55,4011.73,1845,95,2019-01-17,Node 18,Node 55
70,86,8979.2,1867,71,2019-01-18,Node 70,Node 86
98,27,1418.38,1845,95,2019-01-19,Node 98,Node 27
20,23,3564.66,150,63,2019-01-20,Node 20,Node 23
8,72,2553.84,4369,35,2019-01-21,Node 8,Node 72
10,81,1633.84,2990,50,2019-01-22,Node 10,Node 81
21,58,534.33,1648,56,2019-01-23,Node 21,Node 58
85,40,6650.07,2138,62,2019-01-24,Node 85,Node 40
79,30,8865.92,9031,69,2019-01-25,Node 79,Node 30
95,36,9052.45,7513,71,2019-01-26,Node 95,Node 36
16,21,7720.92,300,54,2019-01-27,Node 16,Node 21
70,82,7457.37,1606,58,2019-01-28,Node 70,Node 82
83,66,1928.01,7741,39,2019-01-29,Node 83,Node 66
39,16,8755.69,4565,24,2019-01-30,Node 39,Node 16
5,77,4410.31,3028,94,2019-01-31,Node 5,Node 77
9,37,6812.55,11813,26,2019-02-01,Node 9,Node 37
38,78,4088.62,2260,78,2019-02-02,Node 38,Node 78
17,25,945.44,2833,64,2019-02-03,Node 17,Node 25
39,31,170.71,2489,60,2019-02-04,Node 39,Node 31
66,1,3734.26,357,82,2019-02-05,Node 66,Node 1
26,58,2458.07,856,80,2019-02-06,Node 26,Node 58
34,30,9836.38,1025,1,2019-02-07,Node 34,Node 30
73,4,341.86,0,95,2019-02-08,Node 73,Node 4
36,95,4520.92,2972,18,2019-02-09,Node 36,Node 95
20,58,6373.13,1548,90,2019-02-10,Node 20,Node 58
39,8,5263.71,1757,91,2019-02-11,Node 39,Node 8
23,93,217.03,5881,61,2019-02-12,Node 23,Node 93
